"Source"	"Target"
"Karine_Berger"	"chborgel"
"Karine_Berger"	"CECKERT56"
"Karine_Berger"	"pierrealainmuet"
"Karine_Berger"	"JJUrvoas"
"Karine_Berger"	"Valerie_Rabault"
"Karine_Berger"	"S_Mazetier"
"Karine_Berger"	"BrunoLeRoux"
"KBouziane"	"laurentwauquiez"
"KBouziane"	"patrick_ollier"
"KBouziane"	"jf_cope"
"KBouziane"	"olivieraudibert"
"langladecolette"	"faureolivier"
"langladecolette"	"olivierdussopt"
"langladecolette"	"elisabethguigou"
"langladecolette"	"VincentFeltesse"
"langladecolette"	"al_rousset"
"langladecolette"	"GBachelay"
"langladecolette"	"Lignierescassou"
"langladecolette"	"pdoucet"
"langladecolette"	"claudebartolone"
"langladecolette"	"ConchitaLacuey"
"langladecolette"	"BrunoLeRoux"
"langladecolette"	"BrigitteAllain"
"lauredlr"	"PhilippeLERAY56"
"lauredlr"	"alainchretien"
"lauredlr"	"TeamIsaAttard"
"lauredlr"	"marclefur"
"lauredlr"	"nicolasbays"
"lauredlr"	"vpecresse"
"lauredlr"	"jechartier"
"lauredlr"	"VigierPhilippe"
"lauredlr"	"franckriester"
"lauredlr"	"phgosselin"
"lauredlr"	"fguegot"
"lauredlr"	"Bruno_LeMaire"
"lauredlr"	"ArnaudRichard_"
"lauredlr"	"DeputeTardy"
"lauredlr"	"olivier_carre"
"lauredlr"	"c_erhel_deputee"
"lauredlr"	"jf_cope"
"lauredlr"	"cestrosi"
"lauredlr"	"LucChatel"
"lauredlr"	"laurentwauquiez"
"lauredlr"	"nk_m"
"lauredlr"	"benoistapparu"
"LaurenceAbeille"	"EvaSasAN"
"LaurenceAbeille"	"sergiocoronado"
"laurentbaumel"	"cpiresbeaune"
"laurentbaumel"	"BourguignonBrig"
"laurentbaumel"	"sergiocoronado"
"laurentbaumel"	"ccavard"
"laurentbaumel"	"nnieson"
"laurentbaumel"	"philippebaumel"
"laurentbaumel"	"EvaSasAN"
"laurentbaumel"	"JYCaullet"
"laurentbaumel"	"AlainTourret"
"laurentbaumel"	"PotierDominique"
"laurentbaumel"	"marcelrogemont"
"laurentbaumel"	"JeanLucBleunven"
"laurentbaumel"	"chantalguittet"
"laurentbaumel"	"al_rousset"
"laurentbaumel"	"deputeeChauvel"
"laurentbaumel"	"JLGagnaire"
"laurentbaumel"	"PhilippeDuron"
"laurentbaumel"	"jvlody"
"laurentbaumel"	"FCarreyConte"
"laurentbaumel"	"Doucet_Sandrine"
"laurentbaumel"	"florent_boudie"
"laurentbaumel"	"ar_leroy"
"laurentbaumel"	"EricJALTON"
"laurentbaumel"	"BrigitteAllain"
"laurentbaumel"	"william_dumas"
"laurentbaumel"	"MichelPouzol"
"laurentbaumel"	"langladecolette"
"laurentbaumel"	"c_erhel_deputee"
"laurentbaumel"	"PhilippeBIES"
"laurentbaumel"	"pascalpopelin"
"laurentbaumel"	"gaillard2012"
"laurentbaumel"	"GiseleBiemouret"
"laurentbaumel"	"SophieErrante"
"laurentbaumel"	"VMassonneau"
"laurentbaumel"	"JpmMALLE"
"laurentbaumel"	"PhilippeNogues"
"laurentbaumel"	"SylviePichot"
"laurentbaumel"	"GBachelay"
"laurentbaumel"	"DaSilvaCarlos91"
"laurentbaumel"	"Fred_Barbier"
"laurentbaumel"	"henrijibrayel"
"laurentbaumel"	"Vauzelle"
"laurentbaumel"	"CCoutelle"
"laurentbaumel"	"andrieux_sylvie"
"laurentbaumel"	"Guy_Delcourt"
"laurentbaumel"	"FrancoisFillon"
"laurentbaumel"	"guychambefort"
"laurentbaumel"	"yanngalut"
"laurentbaumel"	"jmbeffara"
"laurentbaumel"	"philippekemel"
"laurentbaumel"	"OlivierMaud"
"laurentbaumel"	"MichelLiebgott"
"laurentbaumel"	"F_Verdier"
"laurentbaumel"	"plisson2012"
"laurentbaumel"	"jvalax"
"laurentbaumel"	"annick_leloch"
"laurentbaumel"	"Linda_Gourjade"
"laurentbaumel"	"ElisabethPochon"
"laurentbaumel"	"ebareigts"
"laurentbaumel"	"clergeaumf"
"laurentbaumel"	"moniqueorphe"
"laurentbaumel"	"RichardFerrand"
"laurentbaumel"	"PhilippeNauche"
"laurentbaumel"	"SuzanneTallard"
"laurentbaumel"	"LucetteLousteau"
"laurentbaumel"	"michelfrancaix"
"laurentbaumel"	"pyleborgn"
"laurentbaumel"	"MoniqueIborra"
"laurentbaumel"	"GillesCarrez"
"laurentbaumel"	"franckriester"
"laurentbaumel"	"jechartier"
"laurentbaumel"	"vpecresse"
"laurentbaumel"	"pascalcherki"
"laurentbaumel"	"glarrive"
"laurentbaumel"	"tthevenoud"
"laurentbaumel"	"MathieuHanotin"
"laurentbaumel"	"JLBorloo"
"laurentbaumel"	"CaroleDelga"
"laurentbaumel"	"S_PIETRASANTA"
"laurentbaumel"	"LGRANDGUILLAUME"
"laurentbaumel"	"DeputeTardy"
"laurentbaumel"	"benoistapparu"
"laurentbaumel"	"elisabethguigou"
"laurentbaumel"	"jm_leguen"
"laurentbaumel"	"JJUrvoas"
"laurentbaumel"	"VincentFeltesse"
"laurentbaumel"	"PouriaAmirshahi"
"laurentbaumel"	"nicolasbays"
"laurentbaumel"	"faureolivier"
"laurentbaumel"	"CCaresche"
"laurentbaumel"	"pbloche"
"laurentbaumel"	"jeanlassalle"
"laurentbaumel"	"Michel_MENARD"
"laurentbaumel"	"pierrealainmuet"
"laurentbaumel"	"Dhoffmanrispal"
"laurentbaumel"	"ma_chapdelaine"
"laurentbaumel"	"fpupponi"
"laurentbaumel"	"CorinneNara"
"laurentbaumel"	"Denis_Baupin"
"laurentbaumel"	"regisjuanico"
"laurentbaumel"	"jpblazy"
"laurentbaumel"	"patrickmennucci"
"laurentbaumel"	"SebastienDenaja"
"laurentbaumel"	"LucBELOT"
"laurentbaumel"	"SeybahDagoma"
"laurentbaumel"	"karamanli72"
"laurentbaumel"	"jmgermain"
"laurentbaumel"	"CECKERT56"
"laurentbaumel"	"mandonthierry"
"laurentbaumel"	"chborgel"
"laurentbaumel"	"Lignierescassou"
"laurentbaumel"	"nathalieappere"
"laurentbaumel"	"MatthiasFekl"
"laurentbaumel"	"G_ROUILLARD"
"laurentbaumel"	"bromagnan"
"laurentbaumel"	"PhilipCordery"
"laurentbaumel"	"c_capdevielle"
"laurentbaumel"	"SophieDessus"
"laurentbaumel"	"PatricePrat"
"laurentbaumel"	"Ayledain"
"laurentbaumel"	"PompiliBarbara"
"laurentbaumel"	"Karine_Berger"
"laurentbaumel"	"Rihan_Cypel"
"laurentbaumel"	"danielvaillant"
"laurentbaumel"	"CCastaner"
"laurentbaumel"	"pdoucet"
"laurentbaumel"	"Valerie_Rabault"
"laurentbaumel"	"olivierdussopt"
"laurentbaumel"	"claudebartolone"
"laurentbaumel"	"BrunoLeRoux"
"laurentbaumel"	"S_Mazetier"
"laurentbaumel"	"jccambadelis"
"laurentbaumel"	"jp_gille"
"laurentwauquiez"	"Bruno_LeMaire"
"laurentwauquiez"	"jechartier"
"laurentwauquiez"	"vpecresse"
"laurentwauquiez"	"ECiotti"
"laurentwauquiez"	"FrancoisFillon"
"laurentwauquiez"	"xavierbertrand"
"laurentwauquiez"	"DeputeARobinet"
"laurentwauquiez"	"lauredlr"
"laurentwauquiez"	"damienabad"
"laurentwauquiez"	"Herve_Morin"
"laurentwauquiez"	"DeputeTardy"
"laurentwauquiez"	"jf_cope"
"laurentwauquiez"	"francoisbaroin"
"laurentwauquiez"	"Dbussereau"
"laurentwauquiez"	"cestrosi"
"laurentwauquiez"	"LucChatel"
"laurentwauquiez"	"benoistapparu"
"laurentwauquiez"	"nk_m"
"lecallennec"	"olivieraudibert"
"lecallennec"	"glarrive"
"lecallennec"	"JLBorloo"
"lecallennec"	"lauredlr"
"lecallennec"	"christian_kert"
"lecallennec"	"vpecresse"
"lecallennec"	"BernardAccoyer"
"lecallennec"	"Bruno_LeMaire"
"lecallennec"	"nk_m"
"lecallennec"	"francoisbaroin"
"lecallennec"	"LucChatel"
"lecallennec"	"jf_cope"
"lecallennec"	"xavierbertrand"
"lecallennec"	"olivier_carre"
"lecallennec"	"franckriester"
"lecallennec"	"fguegot"
"lecallennec"	"benoistapparu"
"lecallennec"	"laurentwauquiez"
"lellouchepierre"	"VigierPhilippe"
"lellouchepierre"	"patrickmennucci"
"lellouchepierre"	"LGRANDGUILLAUME"
"lellouchepierre"	"ca_ginesy"
"lellouchepierre"	"nicolasbays"
"lellouchepierre"	"DevedjianP"
"lellouchepierre"	"jjguillet"
"lellouchepierre"	"alainchretien"
"lellouchepierre"	"SophieDessus"
"lellouchepierre"	"jmcouve"
"lellouchepierre"	"HerveMariton"
"lellouchepierre"	"ODassault"
"lellouchepierre"	"ECiotti"
"lellouchepierre"	"GillesCarrez"
"lellouchepierre"	"FrancoisFillon"
"lellouchepierre"	"christian_kert"
"lellouchepierre"	"B_Perrut"
"lellouchepierre"	"glarrive"
"lellouchepierre"	"valerieboyer13"
"lellouchepierre"	"fguegot"
"lellouchepierre"	"DeputeMIGNON"
"lellouchepierre"	"edouardcourtial"
"lellouchepierre"	"jclagarde"
"lellouchepierre"	"SophieDionBaud"
"lellouchepierre"	"ericstraumann"
"lellouchepierre"	"jakossowski"
"lellouchepierre"	"delaverpilliere"
"lellouchepierre"	"olivieraudibert"
"lellouchepierre"	"nicoleameline"
"lellouchepierre"	"bretonxavier"
"lellouchepierre"	"pelissard"
"lellouchepierre"	"blanc_etienne"
"lellouchepierre"	"cestrosi"
"lellouchepierre"	"benoistapparu"
"lellouchepierre"	"sauvadet"
"lellouchepierre"	"damienabad"
"lellouchepierre"	"JLBorloo"
"lellouchepierre"	"Dbussereau"
"lellouchepierre"	"yvesjego"
"lellouchepierre"	"JCFromantin"
"lellouchepierre"	"MauriceLeroy"
"lellouchepierre"	"S_Mazetier"
"lellouchepierre"	"jccambadelis"
"lellouchepierre"	"A_Suguenot"
"lellouchepierre"	"Patrick_Balkany"
"lellouchepierre"	"DeputeARobinet"
"lellouchepierre"	"BernardAccoyer"
"lellouchepierre"	"lauredlr"
"lellouchepierre"	"franckriester"
"lellouchepierre"	"nk_m"
"lellouchepierre"	"vpecresse"
"lellouchepierre"	"LucChatel"
"lellouchepierre"	"Bruno_LeMaire"
"lellouchepierre"	"xavierbertrand"
"lellouchepierre"	"jechartier"
"lellouchepierre"	"solere92"
"lellouchepierre"	"francoisbaroin"
"lellouchepierre"	"warsmann"
"lellouchepierre"	"ThierryMARIANI"
"lellouchepierre"	"DominiqueDord"
"lellouchepierre"	"DeputeTardy"
"lellouchepierre"	"Philippe_Goujon"
"lellouchepierre"	"laurentwauquiez"
"lellouchepierre"	"jf_cope"
"lemenerdom"	"B_Perrut"
"lemenerdom"	"phgosselin"
"lemenerdom"	"DuboisMarianne"
"lemenerdom"	"HerveMariton"
"lemenerdom"	"lecallennec"
"LGRANDGUILLAUME"	"bardyserge"
"LGRANDGUILLAUME"	"Fr_Dumas"
"LGRANDGUILLAUME"	"clergeaumf"
"LGRANDGUILLAUME"	"sauvadet"
"LGRANDGUILLAUME"	"deputeeChauvel"
"LGRANDGUILLAUME"	"EvaSasAN"
"LGRANDGUILLAUME"	"plisson2012"
"LGRANDGUILLAUME"	"BourguignonBrig"
"LGRANDGUILLAUME"	"EricJALTON"
"LGRANDGUILLAUME"	"langladecolette"
"LGRANDGUILLAUME"	"Linda_Gourjade"
"LGRANDGUILLAUME"	"Dhoffmanrispal"
"LGRANDGUILLAUME"	"annick_leloch"
"LGRANDGUILLAUME"	"chantalguittet"
"LGRANDGUILLAUME"	"william_dumas"
"LGRANDGUILLAUME"	"HuguesFourage"
"LGRANDGUILLAUME"	"henrijibrayel"
"LGRANDGUILLAUME"	"PhilippeDuron"
"LGRANDGUILLAUME"	"AndreChassaigne"
"LGRANDGUILLAUME"	"Michel_MENARD"
"LGRANDGUILLAUME"	"GiseleBiemouret"
"LGRANDGUILLAUME"	"tthevenoud"
"LGRANDGUILLAUME"	"OlivierMaud"
"LGRANDGUILLAUME"	"MartineFaure"
"LGRANDGUILLAUME"	"jlroumegas"
"LGRANDGUILLAUME"	"jp_gille"
"LGRANDGUILLAUME"	"franckriester"
"LGRANDGUILLAUME"	"SophieErrante"
"LGRANDGUILLAUME"	"JLGagnaire"
"LGRANDGUILLAUME"	"Fred_Barbier"
"LGRANDGUILLAUME"	"pascalpopelin"
"LGRANDGUILLAUME"	"Vauzelle"
"LGRANDGUILLAUME"	"PhilippeBIES"
"LGRANDGUILLAUME"	"PhilippeNogues"
"LGRANDGUILLAUME"	"philippekemel"
"LGRANDGUILLAUME"	"philippebaumel"
"LGRANDGUILLAUME"	"Ch_Leonard"
"LGRANDGUILLAUME"	"SophieDessus"
"LGRANDGUILLAUME"	"c_capdevielle"
"LGRANDGUILLAUME"	"Ayledain"
"LGRANDGUILLAUME"	"marcelrogemont"
"LGRANDGUILLAUME"	"fpupponi"
"LGRANDGUILLAUME"	"florent_boudie"
"LGRANDGUILLAUME"	"sergiocoronado"
"LGRANDGUILLAUME"	"Lignierescassou"
"LGRANDGUILLAUME"	"jechartier"
"LGRANDGUILLAUME"	"olivier_carre"
"LGRANDGUILLAUME"	"danielvaillant"
"LGRANDGUILLAUME"	"GillesCarrez"
"LGRANDGUILLAUME"	"GBachelay"
"LGRANDGUILLAUME"	"bromagnan"
"LGRANDGUILLAUME"	"MathieuHanotin"
"LGRANDGUILLAUME"	"MatthiasFekl"
"LGRANDGUILLAUME"	"jvalax"
"LGRANDGUILLAUME"	"G_ROUILLARD"
"LGRANDGUILLAUME"	"PatricePrat"
"LGRANDGUILLAUME"	"MichelPouzol"
"LGRANDGUILLAUME"	"mandonthierry"
"LGRANDGUILLAUME"	"DubyMuller"
"LGRANDGUILLAUME"	"F_Verdier"
"LGRANDGUILLAUME"	"MichelLiebgott"
"LGRANDGUILLAUME"	"LucetteLousteau"
"LGRANDGUILLAUME"	"michelfrancaix"
"LGRANDGUILLAUME"	"PotierDominique"
"LGRANDGUILLAUME"	"Rihan_Cypel"
"LGRANDGUILLAUME"	"JYCaullet"
"LGRANDGUILLAUME"	"pdoucet"
"LGRANDGUILLAUME"	"ar_leroy"
"LGRANDGUILLAUME"	"assaf2012"
"LGRANDGUILLAUME"	"ElisabethPochon"
"LGRANDGUILLAUME"	"nnieson"
"LGRANDGUILLAUME"	"CaroleDelga"
"LGRANDGUILLAUME"	"SuzanneTallard"
"LGRANDGUILLAUME"	"Guy_Delcourt"
"LGRANDGUILLAUME"	"jmgermain"
"LGRANDGUILLAUME"	"fm_lambert"
"LGRANDGUILLAUME"	"FCarreyConte"
"LGRANDGUILLAUME"	"Valerie_Rabault"
"LGRANDGUILLAUME"	"fredariege"
"LGRANDGUILLAUME"	"guychambefort"
"LGRANDGUILLAUME"	"CCaresche"
"LGRANDGUILLAUME"	"jclagarde"
"LGRANDGUILLAUME"	"S_PIETRASANTA"
"LGRANDGUILLAUME"	"glarrive"
"LGRANDGUILLAUME"	"marclefur"
"LGRANDGUILLAUME"	"CECKERT56"
"LGRANDGUILLAUME"	"chborgel"
"LGRANDGUILLAUME"	"CCastaner"
"LGRANDGUILLAUME"	"nathalieappere"
"LGRANDGUILLAUME"	"ma_chapdelaine"
"LGRANDGUILLAUME"	"SeybahDagoma"
"LGRANDGUILLAUME"	"pierrealainmuet"
"LGRANDGUILLAUME"	"PompiliBarbara"
"LGRANDGUILLAUME"	"francoisbaroin"
"LGRANDGUILLAUME"	"cestrosi"
"LGRANDGUILLAUME"	"Bruno_LeMaire"
"LGRANDGUILLAUME"	"DeputeTardy"
"LGRANDGUILLAUME"	"OlivierFalorni"
"LGRANDGUILLAUME"	"SebastienDenaja"
"LGRANDGUILLAUME"	"laurentbaumel"
"LGRANDGUILLAUME"	"yanngalut"
"LGRANDGUILLAUME"	"vpecresse"
"LGRANDGUILLAUME"	"Karine_Berger"
"LGRANDGUILLAUME"	"xavierbertrand"
"LGRANDGUILLAUME"	"JLBorloo"
"LGRANDGUILLAUME"	"lauredlr"
"LGRANDGUILLAUME"	"Denis_Baupin"
"LGRANDGUILLAUME"	"nicolasbays"
"LGRANDGUILLAUME"	"pbloche"
"LGRANDGUILLAUME"	"laurentwauquiez"
"LGRANDGUILLAUME"	"pascalcherki"
"LGRANDGUILLAUME"	"pyleborgn"
"LGRANDGUILLAUME"	"PhilipCordery"
"LGRANDGUILLAUME"	"CorinneNara"
"LGRANDGUILLAUME"	"PhilippeNauche"
"LGRANDGUILLAUME"	"regisjuanico"
"LGRANDGUILLAUME"	"al_rousset"
"LGRANDGUILLAUME"	"JJUrvoas"
"LGRANDGUILLAUME"	"olivierdussopt"
"LGRANDGUILLAUME"	"LucBELOT"
"LGRANDGUILLAUME"	"MoniqueIborra"
"LGRANDGUILLAUME"	"jvlody"
"LGRANDGUILLAUME"	"jm_leguen"
"LGRANDGUILLAUME"	"S_Mazetier"
"LGRANDGUILLAUME"	"A_Suguenot"
"LGRANDGUILLAUME"	"PouriaAmirshahi"
"LGRANDGUILLAUME"	"claudebartolone"
"LGRANDGUILLAUME"	"jccambadelis"
"LGRANDGUILLAUME"	"elisabethguigou"
"LGRANDGUILLAUME"	"patrickmennucci"
"LGRANDGUILLAUME"	"BrunoLeRoux"
"LGRANDGUILLAUME"	"faureolivier"
"LGRANDGUILLAUME"	"VincentFeltesse"
"Lignierescassou"	"francoisbaroin"
"Lignierescassou"	"vpecresse"
"Lignierescassou"	"FrancoisFillon"
"Lignierescassou"	"jf_cope"
"Lignierescassou"	"jeanlassalle"
"Lignierescassou"	"CCaresche"
"Lignierescassou"	"nicolasbays"
"Lignierescassou"	"PompiliBarbara"
"Lignierescassou"	"SeybahDagoma"
"Lignierescassou"	"VigierPhilippe"
"Lignierescassou"	"IsabelleBrunea1"
"Lignierescassou"	"bromagnan"
"Lignierescassou"	"tthevenoud"
"Lignierescassou"	"SebastienDenaja"
"Lignierescassou"	"GiseleBiemouret"
"Lignierescassou"	"jmgermain"
"Lignierescassou"	"philippebaumel"
"Lignierescassou"	"nnieson"
"Lignierescassou"	"Ch_Leonard"
"Lignierescassou"	"fdc2012"
"Lignierescassou"	"FCarreyConte"
"Lignierescassou"	"Joellehuillier"
"Lignierescassou"	"Jean_Grellier"
"Lignierescassou"	"Doucet_Sandrine"
"Lignierescassou"	"JLDestans"
"Lignierescassou"	"cotteljj"
"Lignierescassou"	"jdciot"
"Lignierescassou"	"deputeeChauvel"
"Lignierescassou"	"pgiacobbi"
"Lignierescassou"	"BricoutDeputePS"
"Lignierescassou"	"BrigitteAllain"
"Lignierescassou"	"Paul_Molac"
"Lignierescassou"	"SylvieTolmont"
"Lignierescassou"	"HervePellois"
"Lignierescassou"	"nk_m"
"Lignierescassou"	"al_rousset"
"Lignierescassou"	"SophieDessus"
"Lignierescassou"	"G_ROUILLARD"
"Lignierescassou"	"DaSilvaCarlos91"
"Lignierescassou"	"Rihan_Cypel"
"Lignierescassou"	"chborgel"
"Lignierescassou"	"Valerie_Rabault"
"Lignierescassou"	"pascalpopelin"
"Lignierescassou"	"michelfrancaix"
"Lignierescassou"	"F_Verdier"
"Lignierescassou"	"CCastaner"
"Lignierescassou"	"marcelrogemont"
"Lignierescassou"	"DeputeTardy"
"Lignierescassou"	"LGRANDGUILLAUME"
"Lignierescassou"	"Dbussereau"
"Lignierescassou"	"yvesjego"
"Lignierescassou"	"pdoucet"
"Lignierescassou"	"langladecolette"
"Lignierescassou"	"CaroleDelga"
"Lignierescassou"	"assaf2012"
"Lignierescassou"	"SuzanneTallard"
"Lignierescassou"	"MichelLiebgott"
"Lignierescassou"	"MatthiasFekl"
"Lignierescassou"	"fredariege"
"Lignierescassou"	"AlainTourret"
"Lignierescassou"	"AndrSaint"
"Lignierescassou"	"laurentbaumel"
"Lignierescassou"	"Guy_Delcourt"
"Lignierescassou"	"chantalguittet"
"Lignierescassou"	"Linda_Gourjade"
"Lignierescassou"	"plisson2012"
"Lignierescassou"	"ElisabethPochon"
"Lignierescassou"	"annick_leloch"
"Lignierescassou"	"jpblazy"
"Lignierescassou"	"JYCaullet"
"Lignierescassou"	"jmclement86"
"Lignierescassou"	"LucetteLousteau"
"Lignierescassou"	"mandonthierry"
"Lignierescassou"	"fdubois2012"
"Lignierescassou"	"MichelPouzol"
"Lignierescassou"	"SophieErrante"
"Lignierescassou"	"philippekemel"
"Lignierescassou"	"PatricePrat"
"Lignierescassou"	"EricJALTON"
"Lignierescassou"	"fpupponi"
"Lignierescassou"	"jvalax"
"Lignierescassou"	"ValCorre2012"
"Lignierescassou"	"karamanli72"
"Lignierescassou"	"nathalieappere"
"Lignierescassou"	"ConchitaLacuey"
"Lignierescassou"	"Chabanne_Nat"
"Lignierescassou"	"william_dumas"
"Lignierescassou"	"florent_boudie"
"Lignierescassou"	"aveccrozon"
"Lignierescassou"	"guychambefort"
"Lignierescassou"	"ma_chapdelaine"
"Lignierescassou"	"LucBELOT"
"Lignierescassou"	"clergeaumf"
"Lignierescassou"	"gaillard2012"
"Lignierescassou"	"moniqueorphe"
"Lignierescassou"	"PotierDominique"
"Lignierescassou"	"PhilippeNogues"
"Lignierescassou"	"MathieuHanotin"
"Lignierescassou"	"c_capdevielle"
"Lignierescassou"	"Vauzelle"
"Lignierescassou"	"CECKERT56"
"Lignierescassou"	"Michel_MENARD"
"Lignierescassou"	"regisjuanico"
"Lignierescassou"	"JJUrvoas"
"Lignierescassou"	"jccambadelis"
"Lignierescassou"	"MoniqueIborra"
"Lignierescassou"	"jm_leguen"
"Lignierescassou"	"CCoutelle"
"Lignierescassou"	"pierrealainmuet"
"Lignierescassou"	"olivierdussopt"
"Lignierescassou"	"BrunoLeRoux"
"Lignierescassou"	"faureolivier"
"Lignierescassou"	"PhilippeNauche"
"Lignierescassou"	"Dhoffmanrispal"
"Lignierescassou"	"PhilippeDuron"
"Lignierescassou"	"VincentFeltesse"
"Lignierescassou"	"c_erhel_deputee"
"Lignierescassou"	"elisabethguigou"
"Lignierescassou"	"GBachelay"
"Lignierescassou"	"claudebartolone"
"Lignierescassou"	"S_Mazetier"
"Linda_Gourjade"	"FCarreyConte"
"Linda_Gourjade"	"BrunoLeRoux"
"Linda_Gourjade"	"chborgel"
"Linda_Gourjade"	"jvalax"
"Linda_Gourjade"	"claudebartolone"
"lionnelluca06"	"MTabarot"
"lionnelluca06"	"DeputeTardy"
"lionnelluca06"	"laurentwauquiez"
"lionnelluca06"	"HerveMariton"
"lionnelluca06"	"patrickmennucci"
"lionnelluca06"	"GillesCarrez"
"lionnelluca06"	"marclefur"
"lionnelluca06"	"jjguillet"
"lionnelluca06"	"christian_kert"
"lionnelluca06"	"DubyMuller"
"lionnelluca06"	"S_Mazetier"
"lionnelluca06"	"Marion_M_Le_Pen"
"lionnelluca06"	"elisabethguigou"
"lionnelluca06"	"andrieux_sylvie"
"lionnelluca06"	"Elie_ABOUD"
"lionnelluca06"	"francoisbaroin"
"lionnelluca06"	"vpecresse"
"lionnelluca06"	"xavierbertrand"
"lionnelluca06"	"FrancoisFillon"
"lionnelluca06"	"nk_m"
"lionnelluca06"	"glarrive"
"lionnelluca06"	"dupontaignan"
"lionnelluca06"	"cestrosi"
"lionnelluca06"	"LucChatel"
"lionnelluca06"	"franckriester"
"lionnelluca06"	"Patrick_Balkany"
"lionnelluca06"	"BernardAccoyer"
"lionnelluca06"	"Bruno_LeMaire"
"lionnelluca06"	"valerieboyer13"
"lionnelluca06"	"JS_Vialatte"
"lionnelluca06"	"jfpoisson78"
"lionnelluca06"	"GilbertCollard"
"lionnelluca06"	"JLBorloo"
"lionnelluca06"	"ECiotti"
"lionnelluca06"	"ca_ginesy"
"lionnelluca06"	"Dominique_TIAN"
"lionnelluca06"	"ThierryMARIANI"
"lionnelluca06"	"jf_cope"
"lmarcangeli"	"rudysalles"
"lmarcangeli"	"yanngalut"
"lmarcangeli"	"claudebartolone"
"lmarcangeli"	"valerieboyer13"
"lmarcangeli"	"DeputeARobinet"
"lmarcangeli"	"sy_berrios"
"lmarcangeli"	"glarrive"
"lmarcangeli"	"GerardCherpion"
"lmarcangeli"	"JLBorloo"
"lmarcangeli"	"dupontaignan"
"lmarcangeli"	"Herve_Morin"
"lmarcangeli"	"franckriester"
"lmarcangeli"	"alainchretien"
"lmarcangeli"	"PatrickLABAUNE"
"lmarcangeli"	"MORELPIERRE"
"lmarcangeli"	"GeorgesFENECH"
"lmarcangeli"	"jjguillet"
"lmarcangeli"	"DubyMuller"
"lmarcangeli"	"ynicolin"
"lmarcangeli"	"jpdecool"
"lmarcangeli"	"lecallennec"
"lmarcangeli"	"gilleslurton"
"lmarcangeli"	"patrick_ollier"
"lmarcangeli"	"olivieraudibert"
"lmarcangeli"	"warsmann"
"lmarcangeli"	"bretonxavier"
"lmarcangeli"	"jechartier"
"lmarcangeli"	"pgiacobbi"
"lmarcangeli"	"edouardcourtial"
"lmarcangeli"	"marclefur"
"lmarcangeli"	"DominiqueDord"
"lmarcangeli"	"blanc_etienne"
"lmarcangeli"	"B_Perrut"
"lmarcangeli"	"francoisbaroin"
"lmarcangeli"	"Dbussereau"
"lmarcangeli"	"Bruno_LeMaire"
"lmarcangeli"	"BernardAccoyer"
"lmarcangeli"	"ECiotti"
"lmarcangeli"	"Patrick_Balkany"
"lmarcangeli"	"xavierbertrand"
"lmarcangeli"	"jf_cope"
"lmarcangeli"	"FrancoisFillon"
"lmarcangeli"	"ThierryMARIANI"
"lmarcangeli"	"benoistapparu"
"lmarcangeli"	"cestrosi"
"lmarcangeli"	"HerveMariton"
"lmarcangeli"	"DeputeTardy"
"lmarcangeli"	"jfpoisson78"
"lmarcangeli"	"laurentwauquiez"
"lmarcangeli"	"nk_m"
"lmarcangeli"	"vpecresse"
"LucBELOT"	"bretonxavier"
"LucBELOT"	"MartineFaure"
"LucBELOT"	"rudysalles"
"LucBELOT"	"ephilippe2000"
"LucBELOT"	"pascalpopelin"
"LucBELOT"	"bardyserge"
"LucBELOT"	"c_capdevielle"
"LucBELOT"	"cotteljj"
"LucBELOT"	"sergiocoronado"
"LucBELOT"	"phgosselin"
"LucBELOT"	"JulieSOMMARUGA"
"LucBELOT"	"SylvieTolmont"
"LucBELOT"	"G_ROUILLARD"
"LucBELOT"	"Fred_Barbier"
"LucBELOT"	"lauredlr"
"LucBELOT"	"Doucet_Sandrine"
"LucBELOT"	"SylviePichot"
"LucBELOT"	"ma_chapdelaine"
"LucBELOT"	"DeputeTardy"
"LucBELOT"	"franckriester"
"LucBELOT"	"olivierveran"
"LucBELOT"	"LucetteLousteau"
"LucBELOT"	"Vauzelle"
"LucBELOT"	"elisabethguigou"
"LucBELOT"	"andrieux_sylvie"
"LucBELOT"	"Michel_MENARD"
"LucBELOT"	"CaroleDelga"
"LucBELOT"	"Ch_Leonard"
"LucBELOT"	"Ayledain"
"LucBELOT"	"Linda_Gourjade"
"LucBELOT"	"tthevenoud"
"LucBELOT"	"Rihan_Cypel"
"LucBELOT"	"PhilipCordery"
"LucBELOT"	"PhilippeLERAY56"
"LucBELOT"	"bromagnan"
"LucBELOT"	"ar_leroy"
"LucBELOT"	"PotierDominique"
"LucBELOT"	"F_Verdier"
"LucBELOT"	"nk_m"
"LucBELOT"	"benoistapparu"
"LucBELOT"	"jm_leguen"
"LucBELOT"	"Lignierescassou"
"LucBELOT"	"danielvaillant"
"LucBELOT"	"al_rousset"
"LucBELOT"	"pierrealainmuet"
"LucBELOT"	"jmgermain"
"LucBELOT"	"jp_gille"
"LucBELOT"	"mandonthierry"
"LucBELOT"	"jvlody"
"LucBELOT"	"deputepinville"
"LucBELOT"	"michelfrancaix"
"LucBELOT"	"nathalieappere"
"LucBELOT"	"gaillard2012"
"LucBELOT"	"PhilippeNogues"
"LucBELOT"	"S_PIETRASANTA"
